Japanese,English
この薬は筋肉痛を和らげる。,This medicine helps relieve muscle pain.
彼らはみんな大学生です。,They're all college students.
先週そのお寺を訪問するつもりだったんです。,I had planned to visit the temple last week.
彼らはもうその仕事を終えた。,They've already finished the work.
彼の名前はトムで、ジョンじゃないよ。,"His name is Tom, not John."
トムはメアリーと喧嘩している。,Tom is arguing with Mary.
何でもするから。,I'll do anything.
いくつの流派に参加してきたのですか？,How many different schools have you attended?
かのローマの偉大な英雄、ジュリアス・シーザーは暗殺されたのです。,"The great Roman hero, Julius Caesar, was assassinated."
僕もトムって名前だよ。,"My name's Tom, too."
みんないい年を過ごした。,Everyone had a good year.
公衆の面前でメアリーにキスするなんて、トムも軽はずみなことしたもんだ。,Tom should have known better than to kiss Mary in public.
時間です。答案を提出して下さい。,Time is up. Hand in your papers.
ここって、３年前に泊まったのと同じホテルだね。,This is the same hotel I stayed in three years ago.
電話番号を間違えたようだ。,I seem to have the wrong number.
パソコンを再起動してください。,Please restart your computer.
誰がやめるの？,Who quit?
あり得ねぇー。,Unbelievable!
トムは殺人の容疑で逮捕された。,Tom was arrested for murder.
ひとつお願いしてもよろしいですか。,May I ask you to do me a favor?
晴れています。,It's a clear day.
誰にも相談せずにやった。,I did that without consulting anyone.
お疲れさまでした。,Thanks.
笑わせるな！,Don't make me laugh!
試合は終わったと思いました。,I thought the game was over.
これの作り方を教えてくれる？,Will you teach me how to make this?
信号が青になるまで待ちなさい。,Wait until the light changes to green.
私たちは約３キロ歩きました。,We walked about three kilometers.
雨がやんでくれさえしたら。,If only the rain would stop.
彼女は彼と少し距離を置いた。,She just kept her distance from him.
彼女は女性解放運動に一役買った。,She played a part in the women's lib movement.
上手くいくと思いますか。,Do you think it will work?
旅行が好きです。,I like to travel.
トムがお腹空いたって言ってたよ。,Tom said he was hungry.
その本はそんなに面白くないと思います。,I think that that book is not so interesting.
どちらへお出かけですか。,Where are you headed for?
トムは体育の先生だ。,Tom is a phys ed teacher.
誰も知らないよ。,No one knows.
「このキノコ食べられる？」「何だって食べられるさ、一度ならね」,"Is it OK to eat this mushroom? ""It's OK to eat anything once."""
僕は明くる朝パリへ立つことになっていた。,I was leaving for Paris the next morning.
只より高い物はない。,Nothing is more expensive than what you get for free.
私は本当に困惑していた。,I was truly perplexed.
死人に口なし。,Dead men tell no tales.
トムは足が遅い。,Tom is slow.
体の具合がよくなかったので、彼は学校を休んで家にいた。,He stayed home from school because he wasn't feeling well.
彼は長い散歩で疲れた。,He was tired from his long walk.
力を合わせれば、これを終わらせられるだろう。,"If we unite our efforts, we'll be able to finish this."
元妻は３人いるよ。,I have three ex-wives.
トムは本当に親切ですね。,Tom is very kind.
買ったばかりの車を君に見せてあげるよ。,I'll show you the car I've just bought.
あなた達の笑顔が大好きよ。,I love your smile.
家に着く前に雨が降り始めた。,It began to rain before I got home.
瓶には、少しだけ牛乳が残っていた。,There's just a little milk left in the bottle.
私は営業部です。,I am a member of the sales department.
それは、結構すごいことだよね。,This is a pretty big deal.
来週の火曜日に役員会がその提案を検討することになっている。,The board of directors is going to discuss the proposal next Tuesday.
今日は雨降りです。,It's rainy today.
何を見てるの？,What're you all looking at?
私たちは雨が止み次第出発します。,We'll leave as soon as it stops raining.
トムは良い子だ。,Tom is a good kid.
まだお茶が要りますか。,Do you still need tea?
すぐに来てください。,Please come right now.
母がテーブルに食事の準備をした。,My mother set the table.
名前を呼ばれるまで、椅子にかけてお待ちください。,Please have a seat and wait until your name is called.
トムの話は、もっともだった。,What Tom said made sense.
彼女の母は来週大きな手術を受けることになっている。,Her mother is going to undergo a major operation next week.
私達の先生は来月アメリカに行きます。,Our teacher will go to the USA next month.
ラジオを止めても大丈夫ですか？,Would it be OK if I turned the radio off?
先約があります。,I have a previous engagement.
彼は、帽子を取った。,He took off his hat.
君と知り合えてとても嬉しいよ。,I'm very happy to have met you.
この部屋は先生方に使われています。,This room is used by teachers.
すぐそれをしなさい。,Do it at once.
この看板には何て書いてあるの？,What does this sign say?
英語でお話しくださいね。,Please speak English.
トムの言ったことなんて、気にしなくていいんだよ。,Don't worry about what Tom said.
箱の中身、知ってるよ。,I know what's in the box.
