Japanese,English
近衛,Imperial Guard
六原,Rokuhara
立原久綱,Hisatsuna TACHIHARA
副住職,vice priest
死霊,ｓhiryo
顛末,"particular, how dispond of"
嵯峨野線,Sagano Line
神社建築,shrine architecture
披露宴,reception banquet
東京ミッドナイトエクスプレス宇治号,The Tokyo Midnight Express Uji-go bus
肥前,Hizen
植物園,Shokubutsuen (botanical garden)
八玉（やつだま）,yatsudama (literally eight balls)
明倫館正門,Meirinkan Main Gate
火山砂,volcanic sand
奈良県,Nara Prefecture
平民宰相,Commoner Prime Minister
権参議,gon-sangi
瓜二つ,as like as two peas
顕広,Akihiro
山内豊策の女,daughter of Toyokazu YAMAUCHI
竹野神社,Takeno-jinja Shrine
砂紋,ripple mark
二条吉忠,Yoshitada NIJO
カタカナ,Katakana(fragmentary kana)
近衛長子,Nagako KONOE
射撃精度,shooting accuracy
村松藩,domain of Muramatsu
寄木造漆箔,made of assembled wood pieces with lacquered leaf
旧本殿,the former Honden (main shrine building)
内蔵使,deligate of the Inner Treasury Office
織田・徳川連合軍,the Oda and Tokugawa allied forces
典侍,Naishi no suke
象皮症,elephantiasis
笠置城,Kasagi-jo Castle
岩佐,Iwasa
三条流,Sanjo-ryu school
坂本城,Sakamoto-jo Castle
特急,Limited Express
佛徳山 興聖寺,Buttokusan Kosho-ji Temple
モンドセレクション,Monde Selection
聖応大師,Shoo Daishi
越前加賀海岸国定公園,Echizen Kaga Coast Quasi-National Park
大久保町,Okubo-cho
輝く日の宮,Kakayakuhi no Miya
藤原純乗の一族,the family of FUJIWARA no Suminori
西南役,Seinan-eki (Seinan War)
堀川北大路下ル西側,"Horikawa Kitaoji Kudaru, West side"
執権北条時宗,the regent Tokimune HOJO
色紙形,Shikishigata
桃生郡,Monou County
中村真一郎,Shinichiro NAKAMURA
香気成分,fragrant constituents
金右衛門口,Kin'emonguchi
乙類,Otsurui (second class)
太平洋戦争,Pacific War
吉記,Kikki (The diary of Tsunefusa YOSHIDA)
豊受大神,Toyouke no Okami
稲葉山古墳,Inabayama ancient tomb
JR宇治駅,JR Uji Station
重信（久馬助）,Shigenobu (Kyu-umanosuke)
名刀「抜丸」,"noted sword ""Nukemaru"""
愛染明王,Aizen Myoo
富士重工業,Fuji Heavy Industries Ltd.
阿耨達（あのくた）童子,Anokuta-doji
禄,a stipend
乙名百姓,Otonabyakusho
外法様,Geho-sama (Mr. Non-Buddhist)
技法,a technique
二条師基,Moromoto NIJO
舞鶴商工会議所,The Maizuru Chamber of Commerce and Industry
飛鳥井雅庸,Masatsune ASUKAI
聖一国師円爾（しょういちこくしえんに）,Shoichi-kokushi Enni
京都美山高等学校,Kyoto Miyama High School
貴船口,Kibune-guchi
台密,Taimitsu
義嗣,Yoshitsugu
高野山1dayチケット,Koya-san 1day ticket
宿紙,shukushi
東の間「琴棋書画図」,"""Kinki Shoga-zu"" (painting of the playing kin and chess, and practicing calligraphy) in the Eastern Room"
久我通久,Michitsune KOGA
古鳥蘇,Kotoriso
十地覚空,Jitchi Kakuku
平家没落,the declining of the Taira family
三春藩,domain of Miharu
十二割り,duodecimal timber
小川城,Kogawa-jo Castle
モンゴル,Mongolia
仏教経巻,Buddhist canon
比奈駅,Hina Station
智光院,Chiko-in
多聞天,Tamonten
冷泉為親,Tamechika REIZEI
御火焚祭,Ohitaki-sai
綾小路下ル,Ayanokoji Sagaru (to the south of Ayanokoji)
幼児教育保育科,Department of Early-childhood Education
旧稲畑勝太郎邸,the former residence of Katsutaro INABATA
親火床,Oya-hidoko (master fire bed)
狩野内膳,Naizen KANO
鵜殿,Udono
製紙方法,paper manufacturing methods
愛宕社,Atago-sha Shrine
浄土堂,Jodo-do
重森計夫,Kazuo SHIGEMORI
吉田重勝,Shigekatsu YOSHIDA
大山崎村,Oyamazaki-mura
松尾山,Mt. Matsuo
西瞿耶尼州,the Godhanga region in the west
大芝・松花堂前,Oshiba-shokado-mae
御蔭神社,Mikage-jinja Shrine
武寧王,Muryeong-wang
七宝,cloisonne ware
新鳥の子,shin-torinoko
JR向日町駅,JR Mukomachi Station
草津駅,Kusatsu Station
石内,Ishiuchi
ゆうりぞうと京都洛翠,Yu Resort Kyoto Rakusui
明徳の乱（山名氏清の乱）,Meitoku Rebellion (Ujikiya YAMANA-no-ran)
御影堂（大殿）,Goeido (Daiden)
張り付け壁,haritsuke kabe
天明の大火,Great Fire of Tenmei
本丸御殿,Honmaru Palace
僧籍,priesthood
織田信友,ODA Nobutomo
白川南通,Shirakawa-minami-dori Street
衣笠宇多野線,Kinugasa Utano Line
中御門尚長,Naonaga NAKAMIKADO
九頭竜大社（九頭竜弁財天）,Kuzuryu-taisha Shrine (Kuzuryu Benzaiten)
神楽鈴,Kagurasuzu (bell for Kagura (Shinto music and dance numbers))
梶井宮,Kajii no miya
宇陀,Uda region
巌頭,the head of a great rock
神戸 (駅),Kobe Station
日本赤十字病院,The Japan Red Cross Hospital
杲宝,Goho
幹事・理事,"Organizer, board member"
古今集,"Kokinshu (abbreviation of ""Collection of Ancient and Modern"")"
本門の題目,Honmon no Daimoku (the Sacred Title of the Essential Teachings of the Lotus Sutra)
シェフィールド大学,University of Sheffield
清水建設,Shimizu Corporation
師尚,Moronao
足利直義,Tadayoshi ASHIKAGA
真仏上人（第二世）,Shinbutsu-shonin (the second)
竜神,the dragon god
長洲駅,Nagasu Station
歌舞練場,Kabu-renjo Theater
小牧・長久手の合戦,the Battle of Komaki and Nagakute
切支丹禁令,kirishitan kinrei
上杉房定,Fusasada UESUGI
五条東洞院郵便局,Gojo Higashinotoin post office
北円堂,Hokuen-do Hall 
恵慈,Eji
京極東宝,Kyogoku Toho
准勅撰連歌集『新撰菟玖波集』,"""Shinsen Tsukuba-shu,"" a quasi imperial anthology of waka poet"
松明,Taimatsu torch
地蔵菩薩本願経,Jizo-bosatsu Hongan-kyo Sutra
リーガロイヤルホテル京都,Rihga Royal Hotel Kyoto
石川寺,Ishikawa-dera Temple
東条吉良氏,the Tojokira clan
大坂・堺,"Sakai, Osaka Prefecture"
斎部広成,Hironari IMBE
石灯篭,Ishi-doro 
染め鳥の子,dyed torinoko
上田重安,Shigeyasu UEDA
大正から昭和にかけて,from the Taisho Era to the Showa Era
ノロ,Noro
遺骸,the body
門下,disciple
粟田真人,AWATA no Mahito
両方如（レ）此,same for both sides
鶏足寺,Keisoku-ji Temple
桃園小学校,Toen Elementary School
岐陽和尚像（自賛あり）,Kiyo Osho-zo (with own praise)
大谷,Otani
相撲の行司,sumo refree
滋岳雄貞,SHIGEOKA Takesada
長弓,Chokyu (long bow)
足利基氏,Motouji ASHIKAGA
川合村,Kawai-mura
京都の銀座,Ginza in Kyoto
西九条駅,Nishi-Kujo Station
源季実,MINAMOTO no Suezane
小出英数,Fusanori KOIDE
日本電信電話,Nippon Telegraph and Telephone Corporation
獅子王院宮,Shishioin-no-miya
風間書房,"Kazama Shobo, Co. Ltd"
下段の間,Gedan-no-ma (lower floor level where the tozama daimyo (feudal lord who was considered an outsider by the ruler of Japan) assembled for obeisance)
本山修験宗,Honzan Shugen sect
応県,Yingxian
ホデリ,Hoderi
逢坂山隧道,Osakayama-zuido (Tunnel)
白鬚トンネル,Shirahige tunnel
大津地区,Otsu area
会衆派教会,Congregationalist
アメノホアカリ,Amenohoakari
長屋忠久（忠左衛門）,Tadahisa (Tadazaemon) NAGAYA
武具甲冑史,weapons and armour
茶菓,a cake served with tea
女神（にょしん）坐像,sedentary statue of Female deity
茶経,Chakyo (Chaijing)
藤原氏北家,the Northern House of the Fujiwara clan 
浄土寺の座主,the chief priest in Jodo-ji Temple
写生派,Shaseiha group
源国直,MINAMOTO no Kuninao
黄金の日々,Golden days
直丁,jikicho
備後,Bingo
蹴上発電所,Keage Power Plant
南海電気鉄道,Nankai Electric Railway
大庄屋上野家,Dai Shoya UENO family
宇治市源氏物語ミュージアム,The Tale of Genji Museum
松陰門下の三秀,The Three Greatest Descendants of Shoin
花山院,Kazan-in
天秀尼,Tenshu-ni
秋田県仙北市,"Senboku City, Akita Prefecture"
大化,Taika
御陵 (駅),Misasagi Station
湯山社,Yuyama-sha Shrine
大警視,Daikeishi (top of the police department)
一大醜聞事件,big scandal
豊受大神宮,Toyouke Dai-jingu Shrine
正規大隊,Seiki-Daitai military battalion
円空,Enku
摂家筆頭,head of Sekke
南宋の孝宗_,Emperor Gaozong of Southern Song
受不施,jufuse
不改常典,Fukai-no-Joten/Fukaijoten (Unrevisable Permanent Code/The Universable Eternal Code)
藩地,domain's territory
達人,a master
海老名弾正,EBINA Danjo
大広間様式,a hall style (an audience hall style)
旧勝山村,former Katuyama Village
竺仙梵僊,Jikusen Bonsen
国府,"ancient provincial offices, national government, provincial capital"
斎藤利宗,Toshimune SAITO
深草野田町,Fukakusa-Noda-cho
茶碗,tea bowl
塩麹,salted rice malt (pickling in salted rice malt)
孤峰覚明,Kakumyo KOHO
源延光,MINAMOTO no Nobumitsu
法隆寺西院,Horyu-ji Temple Sai-in
伝藤原行成筆書巻,a work of calligraphy attributed to FUJIWARA no Yukinari
勝賢,Shoken
盆踊り,Bon Festival Dance
藩,a domain
修羅物（しゅらもの）,Shura mono
スラブ軌道,Slab Track
蛭ヶ小島,Hiruga-kojima Island
牧野省三,Shozo MAKINO
大津京駅,Otsukyo Station
経路,path
思文閣美術館,Shibunkaku Museum
嶺松院,Reisho-in
伊丹利勝,Toshikatsu ITAMI
猛将,strong general
下條信隆,Nobutaka SHIMOJO
応心流,Oshin-ryu school
諫言書,Kangensho (document to say advices to the higher ranked people)
入江相政,Sukemasa IRIE
牛尾弾正忠,Ushio Danjo-no-jo
日置流竹林派（ちくりんは）,Chikurin group of Heiki school
反大内,anti-Ouchi
和装,dressed in kimono
略装束,demitoilet
郷士格村役人,"village officer of goshi status, villager samurai"
中村外二,Sotoji NAKAMURA
玉緑茶,tamaryokucha (tea)
法門,"Homon, dharma-gate"
譜代,fudai
福岡城,Fukuoka-jo Castle
森浩一,Koichi MORI
独ソ戦争,German-Soviet War
農耕技術,agricultural techniques
佐藤一斎,Issai SATO
勧行院,Kangyoin
瑞鷹酒造,Zuiyo sake brewery
東本願寺渉成園縮景亭,"Higashi-Hongan-ji Temple, Shosei-en, Shukkei-tei"
美濃の豪族,a powerful regional clan in Mino Province
金剛峯寺座主,Kongobuji Temple's head priest
大松系斎,Keisai DAIMATSU
八王子市,Hachioji City
四条隆季,Takasue SHIJO
衣裏繋珠（えりけいしゅ）,the parable of the gem in the jacket
福知山音頭,Fukuchiyama Ondo
御衣,imperial garments
タケミカヅチ,Takemikazuchi
有田磁器,Arita Porcelain
JR特急文殊 (列車),JR Limited Express Monju
株式会社ANA総合研究所,"ANA Strategic Research Institute Co., Ltd."
壺前栽,Tsubosenzai
税務課,revenue department
平安遷都,the transfer of national capital to the city of Heian-kyo
長尾 顕景,Akikage NAGAO
桃山風俗,Momoyama manner
洛バス,Raku Bus
学校法人同志社,The Doshisha
庄田橋,Shoda-bashi Bridge
五・一五事件,May 15th Incident
京都精華大学前,Kyoto Seikadaigaku-mae
浴室（黄鶴台）,a bath room (Kokakudai)
現在の社号,the present name of the shrine
小野木重勝,Shigekatsu ONOGI
延年,"ennen (singing and dancing performed by priests and pages after Buddhist services in temples, which started from the middle of the Heian era)"
木幡小学校,Kohata Elementary School
八将神（はっしょうじん）,Hasshojin (Eight General Gods)
首長権,"chieftaincy, chieftainship"
京都時代祭,Kyoto Jidai Matsuri (Festival of the Ages)
妖狐,yoko
塩飽諸島,Shiwaku-Shoto
寺運,the temple's fortune
大乗院寺社雑事記,Daijoin jisha zojiki (Miscellaneous Records of the Daijo Temple and Shrine)
日峰宗舜,Soshun NIPPO
江戸崎祇園祭,Edosaki Gionsai Festival
柳生宗冬,Munefuyu YAGYU
大河内御所,Okochi-gosho
春翁,Shuno
丹後とり貝,Tango Tori-gai cockle
バクトリア語,Bactrian
日本キリスト教団京都教会,United Church of Christ in Japan Kyoto Church
木曾義仲,Yoshinaka KISO
番場峠,Banba-toge
小刀,short sword
北陸ハイウェイバス,Hokuriku Highway Bus
願成就院明盛,Ganjojuin Meisei
真言陀羅尼宗,Shingon Darani sect
欄間,ranma 
龍吟庭（りょうぎんてい）,Ryogintei garden
文部科学委員会委員長,"Chairperson of Committee on Education, Culture, Sports, Science and Technology"
肖像画,portrait
灘,Nada
山縣伊三郎,Isaburo YAMAGATA
三解脱門,Sangedatsumon (Three Gates of Liberation)
良祚（りょうそ）,Ryoso
後中書王,Nocni no Chusho o
開祖堂,Kaiso-do
西本町,Nishi-hommachi (bus stop)
近畿日本鉄道近鉄京都線,Kintetsu Corporation Kyoto Line
原勝郎,Katsuro HARA
崇徳上皇像,portrait of the Emperor Sutoku
屏所不定戒,Byosho-fujo-kai
木造阿弥陀如来立像,wooden Amida Nyoai ryuzo
谷三十郎,Sanjuro TANI
紋織りの袴,hakama (Japanese male pants) with figured textiles
烏丸,Karasuma
量仁（かずひと）,Kazuhito
御三家,gosanke
楽焼片身替茶碗　銘「不二山」,"Raku tea bowl, ""Fuji-san"""
後楽園,Koraku-en garden
北条久時,Hisatoki HOJO
洛東号,Rakutogo
綾瀬 (駅),Ayase Station
高辻梅津街道,Takatsuji-Umezu Kaido Road
四分休符,crotchet rest
休み山（焼山･やけやま）,Yasumi yama (Yake yama) (nonparticipation floats)
興聖寺,Kosho-ji Temple
光武帝,Kobutei
龍穴,ryuketsu (or dragon cave)
心木,Shingi
梅澤春人,Haruto UMEZAWA
美作国,Mimasaka Province
浅井久政,Hisamasa AZAI
人文総合情報室,Humanities Room
紹朴,Shoboku
志野袋,Shino-bukuro
夏,Xia
大和賀名生,Ano in Yamato Province
伊丹線,Itami Line
日野・リエッセ,Hino Liesse
例大祭「地主祭り」,"reitaisai ""Jishu-matsuri"""
保元,Hogen era
仏教説話集,collection of Buddist tales
耳かき,ear pick
京都弁,Kyoto-ben dialect
台所坂,Daidokoro-zaka
姫路街道,Himeji-kaido Road
大谷吉次,Yoshitsugu OTANI
東大寺の大仏,the Great Buddha of Todai-ji Temple
三国伝来,Three Kingdom Transmission
山田重忠,Shigetada YAMADA
表筒男神,Omotetsutsuo-no-kami
共栄製茶,"Kyoei Seicha Co.,Ltd."
洛翠庭園,Rakusui teien
当尾（とうの）の里,Tono-no-sato
石田家,Ishida Family
エスニック料理店,ethnic foods restaurant
皇后宮大進,kotaigunodaishin
孤竹斎,Kochikusai
竺法護,"Hogo JIKU, Zhu Fahua"
大光明寺,Daikomyo-ji Temple
安徽省,Anhui Province
浄土三曼荼羅,jodo sanmandala
出開帳,Dekaicho
長州藩系公卿,Court nobles with ties to the Choshu Domain
殿山ダム,Tonoyama Dam
神変菩薩（じんべんだいぼさつ),Jinben dai bosatsu
秋庭歌一具,Shuteiga-ichigu
リユース食器,reused plates and utensils
花屋町通東入,Hanayacho-dori Higashi-Iru
六角氏頼,Ujiyori ROKKAKU
北条氏政,Ujimasa HOJO
中臣志斐連安善,NAKATOMI no Shihi muraji Yasuyoshi
永世皇族制,a system of permanent Imperial Family membership 
梵天・帝釈天立像,standing statues of Brahma-Deva and Sakra devanam Indra
三条の小家,a small house at Sanjo
金銅小野毛人墓誌,Kondo ONO no Emishi boshi
金銀砂子,Kin-gin Sunago (gold and silver leaf reduced to powder)
武帝,Han Wudi
西園寺家の祖,founder of the House of Saionji
織職人の小川善三郎,master of weaver Zenjiro OGAWA
明治新政府,new Meiji government
榎本武揚,Takeaki ENOMOTO
檀家,danka 
寛明親王,Imperial Prince Yutaakira
吉川需,Matsu YOSHIKAWA
浄土教系,Jodo sect group
公卿議定,Kugyo-gijo
京都市立陶化小学校,Kyoto Municipal Toka Elementary School
京都市嵯峨鳥居本町並み保存館,"Machinami Hozon-kan, Sagatoriimoto Kyoto City"
筒井順永,Junei TSUTSUI
御典医,gotenni (doctor who is hired by bakufu (Japanese feudal government headed by a shogun) or daimyo (feudal lord))
公共職業安定所分室,detached office of public job stabilization office
伏見城廃城,desertion of Fushimi-jo Castle
姚秦,Yoshin
近鉄三山木駅,Kintetsu Miyamaki Station
五山文学,"Gozan Bungaku (Literally, Five Mountain Literature)"
近藤好和,Yoshikazu KONDO
開敷華王－かいふけおう,Kaifukeo
飼育下繁殖,captive breeding
僧侶の修行場,the place of the ascetic practices for monk
歌題,Kadai (subject of waka Japanese poem)
東京理科大学,Tokyo University of Science
後深草院政,rule by the retired Emperor Gofukakusa
小川氏,the Ogawa clan
右近,Ukon
荼吉尼天,Dakiniten
木場伝内,Dennai KOBA
橘大夫,TACHIBANA no Maetsukimi
源雅俊,MINAMOTO no Masatoshi
大勢至菩薩,Daiseishi Bosatsu
滋賀・金剛輪寺,Shiga Kongorin-ji Temple
時分の花,Jibun no hana
永福寺,Eifuku-ji Temple
前田重勝,Shigekatsu MAEDA
源延幹,MINAMOTO no Enkan
棚倉駅,Tanakura Station
地子銭,jishisen 
等伯画説 日通筆,the explanation about Tohaku's paintings written by Nittsu
衆,the people
王朝型神幸祭,Ochogata　Shinkosai-Festival
清水家十牛庵庭園,the garden of Shimizu family's Jyukyuan
杮葺,roofed with shingles
財団法人高林庵（こうりんあん）,Korinan Foundation
京阪 (電気鉄道) 六地蔵駅,Rokujizo Station of Keihan Electric Railway
日の丸自動車興業,Hinomaru Limousine
薩摩藩邸跡,former estate of the lord of the Satsuma Domain
岡野玲子,Reiko OKANO
黒田日出男,Hideo KURODA
紀良子,KI no Yoshiko
寄棟造,"yosemune-zukuri (a square or rectangular building, covered with a hipped roof)"
から泉水,karasenzui
三重県立美術館,Mie Prefectural Art Museum
内政干渉,interference in domestic affairs
梅小路通,Umekoji-dori Street
今出川釈迦堂,Imadegawa Shakado
八瀬駅前,Yase Station-mae (infront of Yase Station)
幕府法,Bakufu (Japanese feudal government headed by a shogun) Law
藤原訓儒麻呂,FUJIWARA no Kusumaro
召還状,letter of recall
据置形,the style of placing on the ground
